event_uid,venue_uid,"start_date","end_date"
1048614,4036593,"2014-07-12","2014-08-18"
1051218,13360907,"2010-03-11","2010-04-08"
1052617,2575785,"2011-10-21","2011-10-21"
1053999,11856697,"2017-04-22","2017-04-22"
1054042,5976362,"2010-08-29","2010-08-29"
1056211,512846,"2017-10-26","2017-12-14"
1057111,6569912,"2013-10-04","2013-12-17"
1058740,1077923,"2018-09-06","2018-09-06"
1063237,2575785,"2012-09-25","2012-09-25"
1070301,218224,"2015-02-12","2015-05-09"
1073062,16399049,"2018-09-06","2018-11-03"
1074533,1729644,"2016-09-16","2016-10-22"
1074810,8685805,"2016-04-09","2016-05-14"
1075773,1153402,"2015-12-16","2016-05-01"
1076189,10547616,"2012-04-28","2012-05-25"
1076863,5527059,"2018-03-10","2018-04-07"
1078163,9576675,"2016-03-05","2016-03-27"
1078880,7729187,"2015-07-25","2015-09-05"
1081289,6022610,"2012-09-07","2012-10-28"
1081964,10137684,"2008-05-23","2008-08-17"
1082575,14221280,"2019-01-26","2019-03-09"
1083513,6474523,"2012-08-04","2012-08-04"
1092719,4839648,"2012-11-20","2012-12-04"
1095468,9576675,"2016-06-04","2016-06-28"
1100455,4029071,"2014-07-18","2014-07-19"
1101027,5527059,"2017-06-24","2017-08-26"
1101683,14369173,"2011-02-03","2011-08-12"
1106633,15747820,"2013-02-24","2013-02-24"
1107471,14746351,"2012-05-05","2012-07-01"
1107533,5764669,"2009-09-12","2009-10-10"
1107589,6450183,"2017-09-01","2017-09-29"
1108853,12330565,"2016-05-18","2016-05-21"
1110197,3255090,"2012-06-01","2012-07-07"
1111997,2857335,"2014-04-05","2014-04-27"
1112466,10137684,"2011-02-05","2011-04-03"
1115368,10316129,"2018-02-23","2019-06-06"
1117231,10000716,"2017-04-01","2017-05-04"
1120170,9743125,"2015-09-11","2015-10-24"
1124456,3816741,"2007-06-01","2007-07-07"
1127128,4362617,"2013-09-14","2013-10-12"
1130081,9929570,"2012-07-27","2012-07-27"
1130259,11856697,"2013-03-15","2013-04-20"
1132249,12291114,"2009-07-18","2009-07-18"
1132310,10547616,"2013-10-26","2013-11-27"
1133907,6569912,"2009-04-10","2009-04-25"
1133997,11856697,"2012-04-28","2012-04-29"
1134394,6569912,"2014-06-01","2014-09-06"
1135058,6474523,"2009-06-27","2009-08-05"
1136484,6569912,"2014-01-17","2014-03-15"
1137605,9927925,"2009-04-09","2009-05-08"
1139914,3887462,"2010-03-13","2010-04-30"
1141021,11058957,"2015-04-16","2015-04-16"
1141059,3368192,"2017-10-28","2017-10-29"
1142147,9473142,"2007-05-18","2007-08-17"
1142297,3143806,"2011-02-26","2011-03-26"
1142310,9873468,"2008-11-20","2008-11-22"
1144954,9743125,"2013-01-11","2013-02-23"
1147818,14199188,"2018-09-08","2018-11-02"
1148100,5527059,"2008-10-16","2008-11-15"
1151438,10907097,"2018-01-29","2018-03-07"
1151913,9215998,"2012-01-05","2012-01-06"
1156094,15396114,"2017-10-28","2017-10-29"
1157840,13371986,"2015-02-07","2015-02-07"
1159178,9634931,"2010-04-16","2010-05-08"
1164513,6022610,"2018-12-06","2018-12-06"
1166685,4036593,"2017-08-26","2017-10-08"
1167260,9041257,"2015-10-30","2015-11-13"
1168725,14221280,"2014-11-14","2015-04-24"
1173851,8917048,"2018-03-25","2018-05-20"
1176118,6617588,"2009-03-14","2009-04-07"
1177779,4036593,"2018-10-13","2018-10-13"
1180578,4036593,"2017-08-26","2017-10-08"
1184240,10547616,"2008-10-25","2008-11-29"
1185938,4731788,"2012-01-12","2012-02-11"
1193271,4036593,"2012-04-21","2012-05-27"
1194621,416130,"2014-12-04","2015-01-14"
1194951,3071924,"2016-12-07","2016-12-07"
1197003,12757578,"2013-07-13","2013-08-24"
1198624,6618085,"2012-09-28","2012-11-11"
1199201,416130,"2009-03-16","2009-04-02"
1199456,6022610,"2019-05-10","2019-07-07"
1200443,1729644,"2015-10-09","2015-11-05"
1202275,3952689,"2012-11-08","2012-11-08"
1203689,5655105,"2017-02-09","2017-02-10"
1205206,12757578,"2015-11-14","2015-12-21"
1205615,8142945,"2015-08-01","2015-08-01"
1205996,14221280,"2012-12-31","2012-12-09"
1206752,9794617,"2018-12-05","2018-12-06"
1207222,3708126,"2012-11-10","2012-01-26"
1209178,3071924,"2017-12-02","2018-01-20"
1210715,10711215,"2011-04-30","2011-05-14"
1211514,1372240,"2018-03-23","2018-04-21"
1211707,606854,"2012-07-26","2012-07-30"
1212143,2188428,"2010-02-26","2010-04-03"
1214903,1540059,"2016-09-15","2016-10-21"
1216097,15512352,"2012-03-02","2012-03-30"
1216194,11058957,"2018-05-01","2018-12-01"
1217916,3816741,"2014-12-04","2015-01-10"
1219392,6567283,"2007-09-08","2007-10-27"
1221913,11856697,"2017-01-13","2017-02-25"
1222721,5031284,"2019-02-23","2019-03-30"
1223646,13952082,"2015-04-10","2015-05-22"
1224604,3352428,"2017-07-14","2017-08-11"
1225468,5031284,"2010-01-16","2010-02-13"
1227587,4984980,"2011-09-24","2011-10-23"
1229837,11856697,"2016-04-16","2016-04-16"
1229903,4599642,"2019-06-28","2019-06-30"
1232023,8346100,"2016-09-24","2016-09-24"
1235114,4731788,"2007-07-06","2007-08-04"
1235705,7729187,"2014-05-17","2014-06-21"
1238245,15040341,"2019-06-08","2019-06-29"
1244533,16399049,"2007-02-01","2007-03-10"
1252108,9576675,"2015-02-07","2015-03-01"
1253047,3352428,"2013-06-28","2013-07-13"
1253116,2857335,"2007-07-07","2007-07-29"
1257141,12292027,"2011-04-30","2011-05-28"
1257279,4029071,"2018-03-03","2018-03-03"
1258665,4747014,"2014-11-22","2014-11-22"
1259933,1153402,"2013-02-14","2013-02-14"
1260781,13236364,"2016-01-16","2016-02-20"
1265766,10137684,"2007-06-30","2007-08-26"
1268926,10137684,"2007-03-31","2007-06-17"
1270123,6618085,"2009-03-27","2009-04-12"
1272783,1153402,"2017-05-06","2017-05-06"
1275779,14867376,"2018-10-20","2018-11-24"
1277047,9919206,"2010-05-09","2010-05-09"
1278315,2997761,"2011-07-28","2011-07-28"
1280422,10137684,"2013-10-04","2013-01-19"
1283099,3035397,"2010-09-23","2010-11-15"
1283190,16431379,"2014-09-19","2014-09-21"
1284899,5231713,"2016-03-18","2016-04-16"
1286275,2838960,"2015-09-11","2015-10-03"
1286970,1153402,"2016-06-10","2016-10-16"
1287447,13371986,"2016-05-17","2016-05-17"
1288521,2857335,"2014-09-27","2014-09-27"
1288610,615820,"2017-02-24","2018-02-01"
1291372,4036593,"2017-06-03","2017-07-09"
1292691,1077923,"2014-04-28","2014-04-28"
1292707,3708126,"2013-05-04","2013-06-29"
1293027,16083807,"2019-03-05","2019-03-05"
1293423,3772654,"2017-07-14","2017-07-14"
1293557,12026929,"2016-01-15","2016-01-16"
1296619,10174866,"2008-05-03","2008-05-31"
1297187,12205918,"2018-08-14","2018-09-17"
1297611,11856697,"2007-03-09","2007-04-14"
1298208,2857335,"2015-08-01","2015-09-02"
1298583,14980473,"2014-10-04","2015-02-21"
1299102,11000839,"2009-02-11","2009-02-20"
1299497,9976546,"2010-09-18","2010-09-19"
1303848,6569912,"2014-09-21","2014-12-06"
1307700,6450183,"2007-02-10","2007-02-27"
1308718,2857335,"2011-12-03","2012-01-02"
1310229,6022610,"2017-09-08","2017-10-22"
1310533,7729187,"2019-08-10","2019-10-05"
1312401,9873468,"2010-05-08","2010-06-19"
1315216,11778569,"2015-04-20","2015-04-20"
1316585,6022610,"2008-05-03","2008-06-01"
1318185,9576675,"2013-11-02","2013-12-01"
1318828,7535394,"2010-07-24","2010-08-21"
1320223,2466528,"2014-07-25","2014-07-25"
1320252,10137684,"2010-04-08","2010-05-23"
1320772,10000716,"2019-03-02","2019-04-04"
1320803,5031284,"2018-12-01","2019-01-12"
1322070,6474523,"2014-04-11","2014-05-24"
1324517,1647308,"2015-08-05","2015-08-05"
1325379,3550312,"2017-11-09","2017-12-04"
1329569,3255090,"2013-03-22","2013-04-27"
1333001,5231713,"2012-07-14","2012-08-25"
1334574,12330565,"2015-06-14","2015-09-13"
1335424,6618085,"2017-06-15","2017-06-15"
1337207,9929570,"2011-07-15","2011-08-13"
1337785,6567283,"2012-03-03","2012-04-28"
1340540,15506325,"2007-10-08","2007-11-06"
1341723,15370206,"2018-05-04","2018-06-22"
1342306,9976546,"2010-10-02","2010-10-03"
1342374,11856697,"2009-08-21","2009-09-26"
1343434,11058957,"2019-04-27","2019-06-01"
1343573,6474523,"2013-02-22","2013-03-30"
1346077,6480276,"2016-09-06","2016-09-24"
1346192,2838960,"2017-09-15","2017-10-14"
1350057,9576675,"2009-10-03","2009-10-31"
1351945,14088458,"2016-05-07","2016-06-01"
1353169,1396764,"2012-11-08","2012-12-22"
1356180,10711215,"2011-03-12","2011-04-02"
1358586,3255090,"2007-04-19","2007-04-21"
1359180,6569912,"2019-05-17","2019-10-12"
1360069,12757578,"2008-01-12","2008-03-01"
1362624,10547616,"2015-07-11","2015-08-08"
1363751,8843294,"2018-02-03","2018-02-17"
1364484,6022610,"2007-09-13","2007-10-21"
1364989,8298559,"2019-02-06","2019-04-08"
1366515,2575785,"2011-01-01","2011-01-01"
1371817,2857335,"2014-07-05","2014-07-25"
1372300,5231713,"2015-09-11","2015-10-09"
1373335,11058957,"2014-06-13","2014-09-14"
1374646,13836756,"2017-04-13","2017-04-13"
1375221,9873468,"2007-06-22","2007-07-19"
1375647,220855,"2010-02-25","2010-03-20"
1377801,6618085,"2014-01-09","2014-01-09"
1379202,1459984,"2012-10-24","2012-10-24"
1384552,8372249,"2013-07-06","2013-07-20"
1385465,6669651,"2018-09-18","2018-10-25"
1389539,8843294,"2010-10-14","2010-12-02"
1389703,7049963,"2019-03-03","2019-03-23"
1392928,8685805,"2013-05-01","2013-05-25"
1393031,3155723,"2018-05-19","2018-06-23"
1393616,476776,"2019-09-07","2019-10-26"
1394947,606854,"2012-11-17","2012-11-17"
1396719,10811152,"2016-09-03","2016-09-09"
1397962,1459984,"2012-04-28","2012-04-28"
1401971,909677,"2016-12-09","2016-12-09"
1407273,4029071,"2014-10-17","2014-10-25"
1407687,4578810,"2011-01-29","2011-04-30"
1415054,11000839,"2009-08-08","2009-09-07"
1415071,10137684,"2018-02-09","2018-05-13"
1417465,14224768,"2009-01-29","2009-02-27"
1418852,1145359,"2016-03-03","2016-04-24"
1419904,11856697,"2015-05-08","2015-06-13"
1420313,7049963,"2017-04-08","2017-04-29"
1423946,7535394,"2008-02-23","2008-03-22"
1425751,10000716,"2017-06-03","2017-07-05"
1426403,16193029,"2014-06-19","2014-06-19"
1426629,13371986,"2012-12-08","2012-12-08"
1427020,12026929,"2018-06-28","2018-06-28"
1427686,8673725,"2014-10-08","2014-11-05"
1427829,12330565,"2017-05-06","2017-09-04"
1432327,5527059,"2013-01-24","2013-03-02"
1437379,10137684,"2017-02-03","2017-05-28"
1439158,345578,"2016-04-07","2016-04-07"
1439281,512846,"2015-05-12","2015-07-03"
1439349,11856697,"2013-09-18","2013-09-18"
1440464,12167236,"2018-03-02","2018-04-22"
1442498,1459984,"2010-09-10","2010-10-23"
1444360,6394891,"2016-01-21","2016-03-31"
1445904,11856697,"2016-09-09","2016-10-22"
1446137,5231713,"2015-03-28","2015-04-25"
1448310,5392379,"2012-11-06","2012-11-10"
1449673,3141046,"2016-10-27","2016-12-09"
1450234,1077923,"2014-09-12","2014-09-12"
1451214,12330565,"2012-11-12","2012-02-10"
1451301,3352428,"2015-01-23","2015-02-27"
1452414,1077923,"2017-09-01","2017-09-01"
1452751,11541711,"2012-05-10","2012-05-10"
1456783,6569912,"2013-03-14","2013-03-14"
1457922,6022610,"2011-11-17","2012-01-14"
1458485,13309569,"2019-07-12","2019-07-31"
1458617,1952652,"2018-05-03","2018-06-02"
1462168,11856697,"2011-12-08","2011-12-08"
1462993,4748624,"2018-03-03","2018-03-03"
1464374,3708126,"2012-09-29","2012-11-03"
1466316,13020476,"2014-06-21","2014-06-21"
1468464,2204740,"2019-03-01","2019-03-01"
1471474,16545239,"2012-05-17","2012-05-17"
1472608,6618085,"2014-10-03","2015-01-04"
1476180,8787414,"2017-04-05","2017-04-28"
1478382,14369173,"2008-08-28","2008-08-29"
1478831,3708126,"2016-06-04","2016-07-30"
1479536,6022610,"2015-02-27","2015-04-26"
1480377,11058957,"2019-05-17","2019-12-21"
1483194,4839648,"2012-10-08","2012-11-03"
1483282,1153402,"2012-04-14","2012-04-14"
1487231,4984980,"2011-10-22","2011-11-02"
1489036,10174866,"2007-03-24","2007-04-21"
1489570,11856697,"2007-03-09","2007-04-14"
1490747,14207979,"2019-08-16","2019-08-31"
1495786,11856697,"2016-05-06","2016-06-11"
1496265,1077923,"2017-02-24","2017-02-24"
1496623,11856697,"2011-01-22","2011-03-13"
1498137,9576675,"2015-06-06","2015-06-28"
1499765,6618085,"2015-10-08","2015-10-08"
1500127,15396114,"2017-06-24","2017-06-25"
1501951,612969,"2014-10-25","2014-11-22"
1507114,8210759,"2011-07-09","2011-07-10"
1510161,712212,"2018-11-16","2019-01-05"
1510792,10547616,"2011-03-26","2011-04-23"
1511425,512846,"2008-01-19","2008-03-15"
1512374,11856697,"2011-09-01","2011-09-01"
1513608,895422,"2012-04-13","2012-04-20"
1513885,4334497,"2012-12-12","2012-12-12"
1514124,15396114,"2018-10-20","2018-10-21"
1516104,12652447,"2014-11-23","2014-11-23"
1516591,13236364,"2018-12-01","2019-01-12"
1521188,863478,"2011-09-16","2011-10-01"
1524052,712212,"2014-10-10","2014-11-08"
1524160,1396764,"2008-12-06","2009-01-03"
1528902,14258737,"2017-09-29","2018-01-15"
1528949,332744,"2012-03-30","2012-05-12"
1529466,10439642,"2018-06-29","2018-09-01"
1531353,6953705,"2011-10-14","2011-12-18"
1533870,11856697,"2015-01-23","2015-02-28"
1535244,5231713,"2016-06-03","2016-07-09"
1538180,6474523,"2007-03-31","2007-04-28"
1539479,12330565,"2015-11-22","2016-02-28"
1540832,13236364,"2015-07-11","2015-08-01"
1541311,2594833,"2015-09-10","2015-10-24"
1542089,7898351,"2016-01-21","2016-02-21"
1544900,6567283,"2010-05-15","2010-06-19"
1545113,16399049,"2013-09-20","2013-12-07"
1546363,5628617,"2008-06-20","2008-10-31"
1547740,1459984,"2012-03-16","2012-04-02"
1548462,15396114,"2017-01-28","2017-01-29"
1548822,9041257,"2014-09-26","2014-09-26"
1549650,3255090,"2009-11-19","2010-01-05"
1551607,712212,"2012-01-12","2012-02-11"
1555088,1153402,"2017-10-13","2018-02-25"
1555194,4731788,"2011-01-07","2011-02-12"
1555804,2959161,"2016-07-21","2016-08-20"
1557345,1261491,"2010-05-01","2010-05-01"
1559933,712212,"2017-02-10","2017-04-15"
1561064,3708126,"2019-06-01","2019-06-27"
1561150,6618085,"2010-11-06","2011-01-23"
1561557,1261491,"2012-07-13","2012-07-21"
1564455,10137684,"2017-11-17","2018-01-21"
1565650,6022610,"2017-07-14","2017-08-27"
1565833,7729187,"2016-11-19","2017-01-07"
1566242,16399049,"2011-05-01","2011-05-15"
1573248,8685805,"2012-04-28","2012-05-27"
1575057,4839648,"2009-01-26","2009-02-25"
1575207,10439642,"2017-11-17","2017-12-30"
1575682,5655105,"2018-05-01","2018-05-02"
1577177,15370206,"2018-06-22","2018-08-31"
1579321,1647308,"2015-02-04","2015-02-04"
1579634,712212,"2012-02-16","2012-03-17"
1580458,6618085,"2014-01-30","2014-01-30"
1582585,10137684,"2014-09-26","2014-01-11"
1584465,1647308,"2015-04-03","2015-04-03"
1588789,2575785,"2012-07-22","2012-07-22"
1589223,14221280,"2018-06-08","2018-07-21"
1590870,113940,"2009-05-02","2009-05-30"
1591740,712212,"2015-11-24","2015-12-31"
1592449,2857335,"2012-10-06","2012-10-27"
1594465,7582503,"2016-01-09","2016-02-09"
1595308,6474523,"2017-01-13","2017-02-28"
1596424,6022610,"2018-08-17","2018-08-17"
1606749,11856697,"2015-08-21","2015-09-26"
1610986,12773559,"2009-05-21","2009-06-20"
1612070,11856697,"2010-07-09","2010-08-07"
1614189,712212,"2015-09-11","2015-10-10"
1618700,1959807,"2010-01-15","2010-02-05"
1619339,12757578,"2018-03-08","2018-04-21"
1621834,6022610,"2009-01-23","2009-02-10"
1622156,9743125,"2019-05-10","2019-06-15"
1622723,14330106,"2015-09-25","2015-10-24"
1624162,13952082,"2013-01-11","2013-02-16"
1625468,6569912,"2016-09-24","2017-03-18"
1625881,4599642,"2018-12-07","2018-12-14"
1626065,712212,"2012-09-07","2012-09-29"
1628238,5527059,"2010-03-13","2010-04-24"
1629226,12292027,"2010-02-06","2010-03-06"
1629345,7729187,"2011-10-01","2011-11-05"
1635278,512846,"2014-09-06","2014-10-25"
1638716,10229094,"2014-05-16","2014-05-16"
1640172,12535941,"2015-11-18","2015-11-18"
1642230,6480276,"2018-08-19","2018-08-19"
1642521,5527059,"2007-10-05","2007-11-03"
1645063,512846,"2014-07-10","2014-08-30"
1648018,5983291,"2012-04-14","2012-04-14"
1649911,16545239,"2012-05-17","2012-06-16"
1652354,12330565,"2015-02-28","2015-06-28"
1653142,10000716,"2010-03-06","2010-04-01"
1654295,1540059,"2016-12-07","2017-01-05"
1654379,15123524,"2018-09-11","2018-10-09"
1657245,4377961,"2018-12-02","2018-12-02"
1658050,4011713,"2016-07-16","2016-07-16"
1659204,8848008,"2009-10-31","2009-12-03"
1659248,6022610,"2017-03-24","2017-03-24"
1660392,14153503,"2015-12-11","2015-12-12"
1661258,15797266,"2017-01-14","2017-02-18"
1665255,6569912,"2009-09-12","2010-02-06"
1665691,6567283,"2013-07-06","2013-07-06"
1666694,14503265,"2015-05-02","2015-05-03"
1668263,7729187,"2017-02-01","2017-02-01"
1669954,3816741,"2009-03-12","2009-04-18"
1671484,15506325,"2010-09-08","2010-10-05"
1672207,9873468,"2011-09-09","2011-10-22"
1672611,7049963,"2013-12-07","2014-01-04"
1674327,8848008,"2008-10-31","2008-12-05"
1674441,5031284,"2012-04-28","2012-05-28"
1675943,15506325,"2017-07-27","2017-08-11"
1677091,75028,"2012-11-30","2012-11-30"
1678153,7049963,"2015-12-12","2016-01-02"
1686324,712212,"2013-06-28","2013-08-17"
1686560,5527059,"2007-09-06","2007-09-29"
1689156,3816741,"2014-06-19","2014-07-26"
1689463,5527059,"2008-03-07","2008-04-20"
1690264,11856697,"2011-08-12","2011-09-24"
1691395,1729644,"2017-04-07","2017-05-06"
1692106,10000716,"2012-05-05","2012-05-31"
1693132,8372249,"2012-05-05","2012-06-16"
1694091,2484744,"2019-09-05","2019-09-05"
1696912,1212828,"2014-11-29","2015-01-31"
1697745,12026929,"2018-11-02","2018-11-02"
1700018,4029071,"2014-05-02","2014-05-02"
1702178,2533723,"2010-03-23","2010-08-31"
1702882,14207979,"2017-07-28","2017-08-08"
1703836,512846,"2019-01-17","2019-03-23"
1705569,6618085,"2018-04-05","2018-04-05"
1706033,5231713,"2018-01-05","2018-02-17"
1706442,612969,"2015-10-03","2015-10-31"
1711808,3708126,"2012-08-18","2012-09-22"
1713350,5834787,"2011-06-18","2011-06-18"
1715539,9743125,"2014-12-06","2015-01-31"
1717171,12110484,"2014-11-10","2014-12-13"
1722662,13371986,"2014-03-28","2014-06-22"
1723615,5976362,"2013-10-30","2013-10-30"
1726094,695791,"2016-02-13","2016-03-01"
1728220,11058957,"2016-01-29","2016-12-31"
1729036,15997428,"2011-10-20","2011-12-08"
1732131,14221280,"2015-06-11","2015-06-11"
1733841,2838960,"2016-12-09","2017-01-07"
1735760,3255090,"2012-04-19","2012-05-09"
1736562,59280,"2016-09-15","2016-09-15"
1738240,12330565,"2014-11-20","2014-11-20"
1739510,15967180,"2011-04-18","2011-06-17"
1740344,1153402,"2015-04-29","2015-04-29"
1742242,11288393,"2008-09-26","2009-07-05"
1742693,9576675,"2019-06-01","2019-08-27"
1744779,12420912,"2017-03-02","2017-03-12"
1746203,11533392,"2015-06-26","2015-09-11"
1746766,15022315,"2017-02-08","2017-05-12"
1749015,15823095,"2011-11-01","2011-11-01"
1752299,4451265,"2013-12-12","2014-01-15"
1752329,512846,"2015-03-24","2015-05-02"
1753996,12757578,"2015-02-28","2015-04-18"
1754842,6618085,"2011-01-07","2011-04-03"
1755549,1153402,"2011-05-05","2011-08-28"
1755963,15823095,"2011-08-18","2011-08-18"
1756300,6022610,"2016-01-15","2016-02-15"
1757486,5764669,"2010-02-06","2010-02-28"
1767266,3155723,"2009-02-21","2009-03-21"
1767785,5031284,"2016-02-27","2016-04-02"
1768299,9743125,"2011-09-10","2011-10-22"
1774763,14834432,"2019-02-07","2019-03-16"
1781882,2857335,"2012-06-30","2012-06-30"
1781911,14221280,"2013-01-05","2013-01-05"
1783710,4451265,"2016-01-02","2016-03-04"
1784082,15823095,"2015-09-08","2015-09-08"
1785548,1459984,"2010-11-09","2010-12-18"
1787192,4036593,"2016-10-08","2017-01-08"
1788528,2857335,"2009-07-11","2009-07-27"
1792774,16399049,"2013-03-21","2013-05-04"
1797034,712212,"2012-10-06","2012-10-27"
1801708,12330565,"2016-01-12","2016-05-01"
1801901,16190209,"2018-02-03","2018-02-28"
1801914,11860572,"2018-04-06","2018-04-29"
1802429,10137684,"2009-07-18","2009-09-13"
